"site","scale","llF","llST","perm.llF","perm.llST"
"PASO",122.0703125,-24.8900875798448,-25.1107224877541,-21.0093593626423,-21.2211199255982
"PASO",122.0703125,-30.1089311341245,-30.3862037075989,-25.9898495263819,-26.3045666728569
"PASO",61.03515625,-9.41841671997538,-9.71450036096778,-9.41841671997538,-9.71450036096778
"PASO",61.03515625,-17.440212674961,-18.832050863949,-4.5505402053288,-5.75694154716491
"PASO",61.03515625,-11.2175141837031,-12.303985826105,-7.02405236934823,-7.05722961430817
"PASO",61.03515625,-14.014545067663,-14.5172407108814,-14.3022271401148,-14.9424964265637
"PASO",61.03515625,-4.25160262703612,-4.53983150194124,-7.10357614246617,-7.12716593145451
"PASO",61.03515625,-9.17306086586497,-9.65665745108735,-6.94123317839881,-6.99550925082406
"PASO",61.03515625,-11.2464858255958,-11.900413051482,-4.28958650543238,-4.65209888904297
"PASO",61.03515625,-18.6961446629655,-21.6379147931602,-7.29841688109057,-7.39656662860264
"PASO",61.03515625,-15.9493943143939,-18.9292692887333,-9.46477154629022,-9.45541713729996
"PASO",61.03515625,-10.0529649385402,-10.102969530272,-10.0529649385402,-10.102969530272
"PASO",61.03515625,-16.6204164394024,-17.0807052751481,-10.5763700460533,-10.7603990373281
"PASO",61.03515625,-26.4001576278075,-27.1107052991036,-25.4503591555527,-26.0145222022052
"PASO",61.03515625,-21.2485526710836,-22.454634818557,-13.3399009200613,-13.4914651628336
"PASO",61.03515625,-16.9369776406396,-17.2175949996007,-10.7323305499153,-11.0307328226772
"PASO",61.03515625,-7.18005687955082,-7.20497909150288,-9.53394942587128,-9.75785929396278
"PASO",61.03515625,-25.397399695714,-27.3799477466658,-13.4219847346476,-13.6248290193101
"PASO",61.03515625,-14.8893765604921,-15.1830543298348,-7.81719055178346,-8.36002001907238
"PASO",61.03515625,-14.1962293799321,-14.2224812664815,-4.60637231966303,-6.08567524881824
"PASO",61.03515625,-32.2143431502404,-35.9452763975278,-11.6428096531861,-13.5184844427265
"PASO",61.03515625,-21.1935322919525,-24.1519925983019,-7.87101870656051,-8.50885391217447
"PASO",61.03515625,-26.6883231227673,-29.4718555725932,-28.9968309401489,-33.6556712244478
"PASO",61.03515625,-16.2861722270616,-16.9773358785391,-12.7119325678284,-12.8125493566104
"PASO",61.03515625,-6.11537391057665,-6.85474074028244,-3.76194863721646,-3.80478698016832
"PASO",61.03515625,-22.3873839481485,-23.0699564782264,-16.0019826817375,-16.1608548723052
"PASO",61.03515625,-10.2377745900598,-10.2949497617722,-14.1679355707051,-14.5625728606133
"PASO",61.03515625,-11.3958641092867,-11.9169622074962,-4.3261800910025,-4.77046819828273
"PASO",61.03515625,-11.5398538156702,-11.9436844041054,-0.00375964219112471,-2.40650109934238
"PASO",61.03515625,-23.8771535753337,-26.071068923534,-15.6579430411033,-15.7745690064824
"PASO",61.03515625,-26.455607232796,-32.9713505988765,-17.3824889351887,-17.4810309079162
"PASO",61.03515625,-11.2713594795123,-13.9141864979708,-6.85483340354967,-6.94238159085444
"PASO",61.03515625,-31.0803919587752,-31.3207087978576,-23.9139486905082,-24.1644625802389
"PASO",61.03515625,-31.8320636457904,-35.4830881648752,-26.0532383896505,-26.7057060843721
"PASO",30.517578125,-0.00246321384935757,-1.06072465598933,-0.00246321384935757,-1.06072465598933
"PASO",30.517578125,-6.17851988308935,-6.44576327865765,-3.93550935328026,-3.94290287599509
"PASO",30.517578125,-16.7807894214489,-17.1451049935851,-14.8712457345244,-14.9156469374503
"PASO",30.517578125,-3.55178807123308,-3.7561178041091,-0.00168535684429728,-0.497609612144623
"PASO",30.517578125,-3.88093655106202,-3.88797524781321,-3.88093655106202,-3.88797524781321
"PASO",30.517578125,-0.001814999678474,-0.577813130263111,-5.84177309086922,-6.94447711614189
"PASO",30.517578125,-6.28299001911098,-6.45480052488902,-3.98725679610615,-4.00609505850299
"PASO",30.517578125,-14.1718846450013,-18.4013963339015,-4.3261800910025,-4.77046819828273
"PASO",30.517578125,-2.92088654543461,-4.06029613190994,-0.000907499839236998,-0.137859746433143
"PASO",30.517578125,-6.94123317839881,-6.99550925082406,-9.17306086586497,-9.65665745108735
"PASO",30.517578125,-7.82223166164715,-9.45419865762728,-3.82321186077996,-3.84176200086741
"PASO",30.517578125,-9.29824984464108,-9.68060772020658,-0.00324107085441785,-1.81047340251136
"PASO",30.517578125,-4.03645714537192,-4.07716104709004,-6.38226838757886,-6.47485181501572
"PASO",30.517578125,-6.57067209156276,-6.8390415666795,-6.57067209156276,-6.8390415666795
"PASO",30.517578125,-5.98325649725039,-6.89175547546132,-5.69557442479861,-6.53728497833391
"PASO",30.517578125,-21.9341446409914,-27.2626564768615,-14.3167506547213,-14.6167480574927
"PASO",30.517578125,-3.98725679610615,-4.00609505850299,-6.57067209156276,-6.8390415666795
"PASO",30.517578125,-0.00142607117594385,-0.354219755123496,-0.00142607117594385,-0.354219755123496
"PASO",30.517578125,-8.45404925592709,-9.70725931600663,-6.46620195554113,-6.82508109600086
"PASO",30.517578125,-5.34487767451841,-7.21640064643597,-0.00142607117594385,-0.354219755123496
"PASO",30.517578125,-7.82223166164715,-9.45419865762728,-5.9516083956326,-6.46392891698263
"PASO",30.517578125,-10.6858338153738,-11.437519786927,-4.25160262703612,-4.53983150194124
"PASO",30.517578125,-3.93550935328026,-3.94290287599509,-3.93550935328026,-3.94290287599509
"PASO",30.517578125,-8.10991373409893,-9.82230148215671,-6.23929046808438,-6.83203174151206
"PASO",30.517578125,-3.62685951057124,-3.7611451232025,-3.62685951057124,-3.7611451232025
"PASO",30.517578125,-6.35596628391418,-6.8224692922188,-9.85591502607926,-12.69145738103
"PASO",30.517578125,-8.66962857904329,-12.2426648236404,-3.76194863721646,-3.80478698016832
"PASO",30.517578125,-3.76194863721646,-3.80478698016832,-3.76194863721646,-3.80478698016832
"PASO",30.517578125,-3.62685951057124,-3.7611451232025,-0.001814999678474,-0.577813130263111
"PASO",30.517578125,-4.03645714537192,-4.07716104709004,-0.00272249951771099,-1.29068013149757
"PASO",30.517578125,-13.7756846700613,-17.7455811396486,-9.0424109153639,-9.64318147805299
"PASO",30.517578125,-28.5930968620566,-41.6607348546159,-18.6430161688724,-19.0001718963675
